Date,Headline,Link,Summary
08/01/2026,"Grey Market Insights | 'Global Leading AI Large Model Company' MINIMAX-WP Surges Over 19%, Earning Approximately HKD 640 Per Lot",https://news.futunn.com/en/post/67106019/gray-market-insights-global-leading-ai-large-model-company-minimax,"The article reports that MINIMAX-WP, a leading AI large model company, experienced a significant increase in its stock price, closing up 24.61% and earning approximately HKD 812 per lot. There is no information regarding an IPO size or proceeds in the article."
08/01/2026,"Gray Market Insights | Jinxun Resources, a 'premium cathode copper manufacturer,' is up 23.33%, yielding a profit of HKD 1,400 per lot.",https://news.futunn.com/en/post/67106944/over-the-counter-insights-jinxun-resources-a-high-quality-cathode,"Jinxun Resources, a high-quality cathode copper manufacturer, saw its stock close 29% higher, resulting in a profit of HKD 1,740 per lot. This significant increase highlights the company's strong market performance, although no IPO-related information or proceeds are mentioned in the article."
08/01/2026,"Gray Market Insights | Ribo Biopharmaceutical Company's shares surged over 34%, earning HKD 4,006 per lot.",https://news.futunn.com/en/post/67110628/gray-market-insights-biopharmaceutical-company-ruibo-biotech-closed-over-34,"Shares of Ribo Biopharmaceutical Company surged over 34%, reaching HKD 4,006 per lot in the gray market. The article does not provide specific information regarding the IPO size or proceeds."
08/01/2026,AI Reinforces Growth Trajectory! Wall Street Raises Taiwan Semiconductor's Target Price Significantly: Revenue Expected to Grow 30% by 2026,https://news.futunn.com/en/post/67105833/market-turbulence-leads-to-simultaneous-declines-in-hong-kong-and,"The article discusses how Wall Street has raised Taiwan Semiconductor's target price significantly, anticipating a revenue growth of 30% by 2026, amidst overall market turbulence affecting both Hong Kong and US stocks. Goldman Sachs maintains that the bull market continues, although it notes a weakening momentum."
08/01/2026,"Policy-driven benefits empower Hong Kong-listed hard tech companies, with new listings Jingfeng Medical and TianShu ZhiXin rising on their debut.",https://news.futunn.com/en/post/67110628/gray-market-insights-biopharmaceutical-company-ruibo-biotech-closed-over-34,"The article highlights the strong debut of Hong Kong-listed hard tech companies Jingfeng Medical and TianShu ZhiXin, driven by supportive policies. Additionally, biopharmaceutical company Ruibo Biotech closed over 34% higher in the gray market, earning HKD 4,006 per lot, although specific IPO size details are not provided."
"January 9, 2026","Hong Kong Stock Market Midday Review | Three major indices slightly fluctuated, with the Technology Index edging down 0.06%; active performance in brain-computer interface and commercial aerospace sectors; Lens Technology surged over 10%, and Goldwind Tec",https://news.futunn.com/en/post/67155004/hong-kong-stock-market-midday-review-three-major-indices-slightly,"The Hong Kong stock market showed slight fluctuations at midday, with the Technology Index decreasing by 0.06%. Notably, sectors such as brain-computer interfaces and commercial aerospace were active, with Lens Technology experiencing a surge of over 10%. There was no mention of any IPO or related financial details in the article."
"January 9, 2026","Bessent's latest statement: The Federal Reserve should significantly cut interest rates to promote growth, unfazed by the court's tariff ruling.",https://news.futunn.com/en/post/67144813/bessent-s-latest-statement-the-federal-reserve-should-significantly-cut,"Bessent has stated that the Federal Reserve should significantly cut interest rates to stimulate economic growth, expressing confidence despite a recent court ruling on tariffs. The statement emphasizes a proactive approach to monetary policy in light of current economic challenges."
"January 9, 2026","Nanjing Panda Electronics Co., Ltd. experienced a decline in its stock price, as it currently does not have any mature products related to the high-speed brain-computer interface technology R&D project.",https://news.futunn.com/en/post/67153653/nanjing-panda-electronics-co-ltd-experienced-a-decline-in-its,"Nanjing Panda Electronics Co., Ltd. has seen a decline in its stock price due to the absence of mature products related to its high-speed brain-computer interface technology R&D project. This situation raises concerns about the company's current market position and future prospects in a rapidly evolving technological landscape."
"January 9, 2026","""Trump's Version of QE""? Trump Orders Fannie Mae and Freddie Mac to Purchase $200 Billion in Bonds",https://news.futunn.com/en/post/67145002/trump-s-version-of-qe-trump-orders-fannie-mae-and,"Former President Trump has directed Fannie Mae and Freddie Mac to purchase $200 billion in bonds, a move being likened to a form of quantitative easing (QE). This action aims to stimulate the economy, although it raises questions about the implications for the housing market and broader financial stability."
"January 9, 2026","Why is Trump eyeing Greenland? Beyond its strategic importance, this icy island holds 'critical resources.'",https://news.futunn.com/en/post/67151230/why-is-trump-eyeing-greenland-beyond-its-strategic-importance-this,"The article discusses former President Trump's interest in Greenland, highlighting its strategic significance and the critical resources it possesses. While the article emphasizes the geopolitical and resource-related implications of this interest, it does not provide any information regarding an IPO or related financial details."
"January 9, 2026","The 'bull market in metals' is likely to come to an abrupt end this year, with gold, silver, and copper specifically highlighted.",https://news.futunn.com/en/post/67146100/the-bull-market-in-metals-is-likely-to-come-to,"The article discusses the likelihood of an abrupt end to the current bull market in metals, specifically highlighting gold, silver, and copper. This shift suggests potential challenges for investors in these commodities as market conditions may change significantly this year."
"January 9, 2026","Supply-side risks push oil prices to a two-week high, with Hong Kong-listed oil and gas equipment stocks extending recent gains.",https://news.futunn.com/en/post/67150215/supply-side-risks-push-oil-prices-to-a-two-week,"Supply-side risks have driven oil prices to a two-week high, positively impacting Hong Kong-listed oil and gas equipment stocks, which have continued to see gains. The article does not mention any IPO-related information or specific financial figures."
"January 9, 2026","Lens Technology's Hong Kong stock rose as Qiangnao Technology, one of the 'Hangzhou Six Dragons,' confirmed the completion of approximately 2 billion yuan in financing. The company exclusively undertakes the mass production of its core hardware modules.",https://news.futunn.com/en/post/67148641/lens-technology-s-hong-kong-stock-rose-as-qiangnao-technology,"Lens Technology's Hong Kong stock experienced a rise following Qiangnao Technology's confirmation of completing approximately 2 billion yuan in financing. Qiangnao, part of the 'Hangzhou Six Dragons,' specializes in the mass production of its core hardware modules."
"January 9, 2026","MiniMax, a large AI model company in China, surged continuously on its first day of listing in Hong Kong, with intraday gains reaching approximately 80% at one point and currently exceeding 70%. Zhipu's increase has expanded to over 22%.",https://news.futunn.com/en/post/67149789/minimax-a-large-ai-model-company-in-china-surged-continuously,"MiniMax, a large AI model company in China, experienced a significant surge on its first day of trading in Hong Kong, with intraday gains reaching approximately 80% and currently exceeding 70%. Additionally, Zhipu's stock increased by over 22%. The article does not provide specific information regarding the IPO size or proceeds."
"January 9, 2026","The热度 of the commercial aerospace concept continues, with Guangzhou accelerating its布局 in the commercial aerospace sector. Enterprises across the industry chain are poised to fully benefit from the sector's development.",https://news.futunn.com/en/post/67147674/the-of-the-commercial-aerospace-concept-continues-with-guangzhou-accelerating,"Guangzhou is intensifying its efforts in the commercial aerospace sector, with enterprises across the industry chain set to benefit from this growth. The article highlights the ongoing enthusiasm for commercial aerospace concepts, indicating a promising future for the sector's development. No IPO-related information or specific financial details are mentioned."
"January 9, 2026","JL Mag Rare-Earth Co., Ltd. rose, with a projected 127% to 161% year-over-year increase in net profit attributable to shareholders by 2025.",https://news.futunn.com/en/post/67146743/jl-mag-rare-earth-co-ltd-rose-with-a-projected,"JL Mag Rare-Earth Co., Ltd. is projected to see a significant year-over-year increase in net profit attributable to shareholders, with estimates ranging from 127% to 161% by 2025. This positive outlook suggests strong growth potential for the company in the rare-earth sector."
"January 9, 2026","Cancer drug developer RVMD surged in after-hours trading amid reports that it is in acquisition talks with Merck & Co, with the deal potentially valued at $32 billion.",https://news.futunn.com/en/post/67155004/hong-kong-stock-market-midday-review-three-major-indices-slightly,"Cancer drug developer RVMD experienced a surge in after-hours trading following reports of acquisition talks with Merck & Co., with the potential deal valued at $32 billion. The article also briefly discusses fluctuations in the Hong Kong stock market, highlighting active performances in various sectors."
"January 9, 2026","IPO First Day | MINIMAX-WP, a 'globally leading AI large model company,' opened more than 42% higher on its debut, earning over HKD 1,400 per lot.",https://news.futunn.com/en/post/67149789/minimax-a-large-ai-model-company-in-china-surged-continuously,"MINIMAX-WP, a leading AI large model company from China, saw its stock surge over 70% on its debut in Hong Kong, with an intraday high of approximately 80%. The IPO opened more than 42% higher, earning over HKD 1,400 per lot, although specific IPO size details were not provided in the article."
"January 9, 2026",Copper prices surge far beyond expectations! Goldman Sachs raises its H1 target price but maintains its stance on a 'correction after US tariffs'.,https://news.futunn.com/en/post/67146100/the-bull-market-in-metals-is-likely-to-come-to,"Copper prices have surged unexpectedly, prompting Goldman Sachs to raise its target price for the first half of the year. However, the firm maintains a cautious outlook, predicting a potential correction following the implementation of US tariffs, which could signal an abrupt end to the current bull market in metals, including gold and silver."
"January 9, 2026","Futu Morning Brief | On the eve of the non-farm payroll report, Trump announced he has decided on the Federal Reserve Chair candidate; CME takes further action: Third increase in margin requirements for precious metals futures; Privatization approved, Han",https://news.futunn.com/en/post/67145002/trump-s-version-of-qe-trump-orders-fannie-mae-and,"Former President Trump has ordered Fannie Mae and Freddie Mac to purchase $200 billion in bonds, a move being referred to as his version of quantitative easing. This decision comes ahead of the non-farm payroll report and follows the CME's third increase in margin requirements for precious metals futures."
"January 9, 2026","IPO Pricing | MINIMAX-WP, a 'globally leading AI large model company,' went public today with an oversubscription of over 1,837 times, priced at HKD 165 per share.",https://news.futunn.com/en/post/67149789/minimax-a-large-ai-model-company-in-china-surged-continuously,"MINIMAX-WP, a leading AI large model company, went public today in Hong Kong, with its shares priced at HKD 165 and experiencing an oversubscription of over 1,837 times. On its first trading day, the stock surged by approximately 80%, currently showing a gain of over 70%."
"January 10, 2026","This Week's Bull Stocks in Hong Kong | New IPOs Surge! MINIMAX-WP rose over 109% on its first day of listing, Ruibo Bio-B gained nearly 42%; Rongchang Bio accumulated a weekly gain of over 28%, with the new indication for Weidixitu Monoclonal Antibody pro",https://news.futunn.com/en/post/67167448/this-week-s-bull-stocks-in-hong-kong-new-ipos,"This article highlights the surge in new IPOs in Hong Kong, with MINIMAX-WP experiencing a remarkable 109% increase on its first day of trading, while Ruibo Bio-B and Rongchang Bio saw gains of nearly 42% and over 28%, respectively. However, the article does not provide specific information regarding the IPO size or proceeds for these companies."
"January 10, 2026","The U.S. Supreme Court has not yet announced the ruling on Trump's tariffs, with the next decision scheduled for next Wednesday.",https://news.futunn.com/en/post/67196125/the-us-supreme-court-has-not-yet-announced-the-ruling,"The U.S. Supreme Court has yet to announce its ruling on Trump's tariffs, with the next decision expected next Wednesday. The outcome could have significant implications for trade policies and economic relations."
"January 10, 2026","Risk sentiment continued to 'boil' in the first week of the new year, with no signs of cooling in Wall Street's cross-asset rally.",https://news.futunn.com/en/post/67202296/risk-sentiment-continued-to-boil-in-the-first-week-of,"Risk sentiment remained high in the first week of the new year, with Wall Street's cross-asset rally showing no signs of slowing down. The article does not provide any information regarding IPOs or their sizes."
"January 10, 2026",Trump pressures billions in investment for production resumption; U.S. oil companies adopt cautious stance on returning to Venezuela,https://news.futunn.com/en/post/67201013/trump-pressures-billions-in-investment-for-production-resumption-us-oil,"The article discusses former President Trump's push for significant investment to resume oil production in the U.S., while U.S. oil companies remain hesitant about returning to Venezuela due to ongoing uncertainties. The cautious stance reflects concerns over the geopolitical and economic landscape in the region. No IPO-related information or specific investment amounts are mentioned in the article."
"January 10, 2026","U.S. Stock Market Close | Non-farm payroll data fails to shake expectations for rate cuts within the year; Dow Jones and S&P 500 indices hit new highs simultaneously. Tech stocks surge, with Intel up 10%, ASML Holding rising over 6%, Micron Technology gaining.",https://news.futunn.com/en/post/67200901/us-stock-market-close-non-farm-payroll-data-fails-to,"The U.S. stock market saw the Dow Jones and S&P 500 indices reach new highs, driven by a surge in tech stocks, including Intel, which rose 10%, ASML Holding by over 6%, and Micron Technology. Despite the release of non-farm payroll data, expectations for interest rate cuts within the year remain unchanged."
"January 10, 2026","US Stock ETF Tracker | Intel leads the tech sector rally, with the triple-leveraged semiconductor ETF surging over 8% and the double-leveraged INTC ETF skyrocketing more than 21%; Q2 revenue surged 250%, pushing the double-leveraged APLD ETF up 35%.",https://news.futunn.com/en/post/67199850/us-stock-etf-tracker-intel-leads-the-tech-sector-rally,"Intel is driving a rally in the tech sector, with the triple-leveraged semiconductor ETF rising over 8% and the double-leveraged INTC ETF soaring more than 21%. The company's Q2 revenue surged by 250%, contributing to a 35% increase in the double-leveraged APLD ETF."
"January 10, 2026",Trump: Another U.S. government shutdown may occur on January 30.,https://news.futunn.com/en/post/67199242/trump-another-us-government-shutdown-may-occur-on-january-30,"Former President Donald Trump has warned that another U.S. government shutdown may occur on January 30. He made this statement during a discussion about various topics, including employment data and the Greenland issue, indicating uncertainty regarding future government operations."
"January 10, 2026",OpenAI and SoftBank Invest $1 Billion in Partner SB Energy,https://news.futunn.com/en/post/67197735/openai-and-softbank-invest-1-billion-in-partner-sb-energy,"OpenAI and SoftBank have jointly invested $1 billion in SB Energy, a partner company, to enhance their collaboration in the energy sector. This significant investment underscores the growing interest in sustainable energy solutions and the strategic partnerships forming in this space."
"January 10, 2026",Storage leader SanDisk hits a new high as reports suggest prices for high-capacity 3D NAND may double this quarter.,https://news.futunn.com/en/post/67196559/storage-leader-sandisk-hits-a-new-high-as-reports-suggest,"SanDisk has reached a new high as reports indicate that prices for high-capacity 3D NAND may double this quarter. This surge in pricing could significantly impact the storage market, reflecting increased demand for advanced storage solutions."
"January 10, 2026","2026 ushers in the 'Autonomous AI' era! Bank of America predicts winners: Amazon, AppLovin, Wayfair, Expedia, Roblox, and other five stocks are expected to lead the market surge.",https://news.futunn.com/en/post/67154565/2026-ushers-in-the-autonomous-ai-era-bank-of-america,"Bank of America predicts that the year 2026 will mark the beginning of the 'Autonomous AI' era, with companies like Amazon, AppLovin, Wayfair, Expedia, and Roblox expected to lead a significant market surge. The article highlights these stocks as potential winners in the evolving landscape of artificial intelligence."
"January 10, 2026","U.S. consumer confidence in January hit a four-month high, with inflation expectations remaining relatively stable.",https://news.futunn.com/en/post/67194677/us-consumer-confidence-in-january-hit-a-four-month-high,"U.S. consumer confidence in January reached a four-month high, indicating a positive outlook among consumers, while inflation expectations remained stable. This suggests a potential boost in consumer spending, which could positively impact the economy."
"January 10, 2026","This Week's Bull Stocks in Hong Kong | New IPOs Surge! MINIMAX-WP rose over 109% on its first day of listing, Ruibo Bio-B gained nearly 42%; Rongchang Bio accumulated a weekly gain of over 28%, with the new indication for Weidixitu Monoclonal Antibody pro",https://news.futunn.com/en/post/67167448/this-week-s-bull-stocks-in-hong-kong-new-ipos,"This article highlights the surge in new IPOs in Hong Kong, with MINIMAX-WP experiencing a remarkable 109% increase on its first day of listing, while Ruibo Bio-B and Rongchang Bio gained nearly 42% and over 28%, respectively. However, the article does not provide specific details regarding the IPO size or proceeds for these companies."
"January 10, 2026","The U.S. Supreme Court has not yet announced the ruling on Trump's tariffs, with the next decision scheduled for next Wednesday.",https://news.futunn.com/en/post/67196125/the-us-supreme-court-has-not-yet-announced-the-ruling,"The U.S. Supreme Court has yet to announce its ruling on former President Trump's tariffs, with the next decision expected next Wednesday. The outcome could have significant implications for trade policies and economic relations."
"January 10, 2026","Risk sentiment continued to 'boil' in the first week of the new year, with no signs of cooling in Wall Street's cross-asset rally.",https://news.futunn.com/en/post/67202296/risk-sentiment-continued-to-boil-in-the-first-week-of,"Risk sentiment remained high in the first week of the new year, with Wall Street's cross-asset rally showing no signs of slowing down. The article highlights the ongoing positive market momentum, indicating strong investor confidence as the year begins."
"January 10, 2026",Trump pressures billions in investment for production resumption; U.S. oil companies adopt cautious stance on returning to Venezuela,https://news.futunn.com/en/post/67201013/trump-pressures-billions-in-investment-for-production-resumption-us-oil,"The article discusses former President Trump's efforts to secure billions in investment for resuming oil production in Venezuela, while U.S. oil companies remain cautious about returning to the country. The cautious stance reflects ongoing concerns about the political and economic instability in Venezuela, despite potential opportunities for investment. No IPO-related information is mentioned in the article."
"January 10, 2026","US Stock ETF Tracker | Intel leads the tech sector rally, with the triple-leveraged semiconductor ETF surging over 8% and the double-leveraged INTC ETF skyrocketing more than 21%; Q2 revenue surged 250%, pushing the double-leveraged APLD ETF up 35%.",https://news.futunn.com/en/post/67199850/us-stock-etf-tracker-intel-leads-the-tech-sector-rally,"Intel has led a rally in the tech sector, with the triple-leveraged semiconductor ETF rising over 8% and the double-leveraged INTC ETF soaring more than 21%. This surge follows a remarkable 250% increase in Intel's Q2 revenue, which also propelled the double-leveraged APLD ETF up by 35%."
"January 10, 2026",Trump: Another U.S. government shutdown may occur on January 30.,https://news.futunn.com/en/post/67199242/trump-another-us-government-shutdown-may-occur-on-january-30,"Former President Donald Trump has indicated that another U.S. government shutdown may occur on January 30. He made this statement during a discussion about various topics, including employment data and negotiations regarding Greenland."
"January 10, 2026",OpenAI and SoftBank Invest $1 Billion in Partner SB Energy,https://news.futunn.com/en/post/67197735/openai-and-softbank-invest-1-billion-in-partner-sb-energy,"OpenAI and SoftBank have jointly invested $1 billion in SB Energy, a partner company, to bolster its operations and growth. This significant investment underscores the increasing collaboration between technology and energy sectors, particularly in renewable energy initiatives."
"January 10, 2026",Storage leader SanDisk hits a new high as reports suggest prices for high-capacity 3D NAND may double this quarter.,https://news.futunn.com/en/post/67196559/storage-leader-sandisk-hits-a-new-high-as-reports-suggest,"SanDisk has reached a new high as reports indicate that prices for high-capacity 3D NAND may double this quarter. This surge in prices could significantly impact the storage market, reflecting increased demand for advanced storage solutions."
"January 10, 2026","2026 ushers in the 'Autonomous AI' era! Bank of America predicts winners: Amazon, AppLovin, Wayfair, Expedia, Roblox, and other five stocks are expected to lead the market surge.",https://news.futunn.com/en/post/67154565/2026-ushers-in-the-autonomous-ai-era-bank-of-america,"Bank of America forecasts that the year 2026 will mark the beginning of the 'Autonomous AI' era, predicting that stocks from companies such as Amazon, AppLovin, Wayfair, Expedia, and Roblox will lead a significant market surge. The article highlights these companies as potential winners in the evolving landscape of artificial intelligence."
"January 10, 2026","Listing first, valuation lagging — where does Zhipu fall short compared to MiniMax?",https://news.futunn.com/en/post/67194013/listing-first-valuation-lagging-where-does-zhipu-fall-short-compared,"The article discusses the differences between Zhipu and MiniMax, highlighting that while Zhipu has listed first, its valuation is lagging behind that of MiniMax. However, specific details regarding IPO size or proceeds are not provided in the article."
"January 11, 2026","Starlink Expands Again! FCC Approves SpaceX to Deploy 7,500 Second-Generation Satellites",https://news.futunn.com/en/post/67212314/starlink-expands-again-fcc-approves-spacex-to-deploy-7500-second,"The FCC has approved SpaceX's plan to deploy 7,500 second-generation Starlink satellites, marking a significant expansion of its satellite internet service. This move aims to enhance global internet coverage and improve service quality for users."
"January 11, 2026","""Midnight Hammer"" May Strike Iran Again! Trump Is Reviewing a New Round of Military Strikes",https://news.futunn.com/en/post/67213691/midnight-hammer-may-strike-iran-again-trump-is-reviewing-a,"The article discusses former President Trump's consideration of a new round of military strikes against Iran, referred to as ""Midnight Hammer."" The implications of these potential strikes could escalate tensions in the region, although specific details regarding the timing or scale of any military action are not provided."
"January 11, 2026","The storage market has entered a seller's cycle, with SanDisk announcing price increases and requiring full payment!",https://news.futunn.com/en/post/67208717/the-storage-market-has-entered-a-seller-s-cycle-with,"SanDisk has announced price increases and is now requiring full payment, signaling a shift in the storage market towards a seller's cycle. This development suggests potential challenges for buyers as prices rise and payment terms become stricter."
"January 11, 2026",Has the era of stockpiling commodities arrived? The 'strong security' logic is reshaping metal valuations.,https://news.futunn.com/en/post/67208617/has-the-era-of-stockpiling-commodities-arrived-the-strong-security,"The article discusses the emerging trend of stockpiling commodities, driven by a ""strong security"" logic that is influencing metal valuations. This shift suggests that investors are increasingly prioritizing the security of physical assets in response to geopolitical tensions and economic uncertainties."
"January 11, 2026","The US dollar's 'two consecutive years of decline' is a 'historical pattern,' and 1995 is the best reference for this year.",https://news.futunn.com/en/post/67207983/the-us-dollar-s-two-consecutive-years-of-decline-is,"The article discusses the US dollar's decline over two consecutive years, highlighting this trend as a historical pattern, with 1995 cited as a significant reference point for the current year. It suggests that the ongoing depreciation of the dollar may have implications for investors and the broader economy."
"January 11, 2026",AI 'electricity shortage' remains unresolved: Musk increases orders for gas turbines as some data centers face a seven-year wait for grid connection.,https://news.futunn.com/en/post/67208199/ai-electricity-shortage-remains-unresolved-musk-increases-orders-for-gas,"The article discusses an ongoing ""electricity shortage"" affecting AI data centers, with some facing a seven-year wait for grid connections. In response, Elon Musk has increased orders for gas turbines to address the energy demands of these facilities."
"January 12, 2026","Fed Chair Powell says he's under criminal investigation, won't bow to Trump intimidation",https://www.cnbc.com/2026/01/12/fed-jerome-powell-criminal-probe-nyt.html,"Federal Reserve Chairman Jerome Powell is under federal criminal investigation related to a $2.5 billion renovation of the central bank's headquarters and his congressional testimony regarding it. Powell claims the investigation stems from President Trump's frustration over the Fed's interest rate decisions, asserting that the probe threatens the independence of the central bank's monetary policy."
"January 12, 2026","Kuaishou's stock price rose again, with its AI product Ke Ling gaining significant popularity overseas during the New Year. Analysts believe it could substantially increase the company’s revenue for the fiscal year 2026.",https://news.futunn.com/en/post/67229088/kuaishou-s-stock-price-rose-again-with-its-ai-product,"Kuaishou's stock price has increased as its AI product, Ke Ling, has gained significant popularity overseas during the New Year. Analysts project that this success could lead to a substantial increase in the company's revenue for the fiscal year 2026."
"January 12, 2026","""Wooden Sister"" predicts: The Trump administration will soon begin purchasing Bitcoin to establish a national reserve!",https://news.futunn.com/en/post/67228935/wooden-sister-predicts-the-trump-administration-will-soon-begin-purchasing,"The article discusses a prediction by ""Wooden Sister"" that the Trump administration will soon start purchasing Bitcoin to create a national reserve. This move could have significant implications for the cryptocurrency market and the U.S. economy, signaling a potential shift in how digital assets are viewed by government entities."
"January 12, 2026",SenseTime rises following the official introduction of a nearly RMB100 million strategic investment from Henan Huirong.,https://news.futunn.com/en/post/67228394/sensetime-rises-following-the-official-introduction-of-a-nearly-rmb100,SenseTime's stock has risen following the announcement of a nearly RMB100 million strategic investment from Henan Huirong. This investment is expected to bolster SenseTime's growth and development in the technology sector.
"January 12, 2026",The highly anticipated 'AI business model': Google takes the lead in introducing advertisements within Gemini.,https://news.futunn.com/en/post/67224006/the-highly-anticipated-ai-business-model-google-takes-the-lead,"Google has taken the lead in introducing advertisements within its AI platform, Gemini, marking a significant step in the development of an anticipated AI business model. This move is expected to reshape the landscape of digital advertising by integrating AI capabilities into ad placements."
"January 12, 2026","The 'Super Week' is set to unleash significant events, putting Wall Street's bull market faith to the ultimate test! The US earnings season has kicked off with a bang, as the US CPI and PPI are poised to make a major impact.",https://news.futunn.com/en/post/67222802/the-super-week-is-set-to-unleash-significant-events-putting,"The article discusses the upcoming ""Super Week,"" which is expected to bring significant events that will test Wall Street's confidence in the bull market. With the US earnings season underway, key economic indicators such as the Consumer Price Index (CPI) and Producer Price Index (PPI) are anticipated to have a major impact on market sentiment. No IPO-related information or size is mentioned in the article."
"January 12, 2026","China submits applications for 200,000 additional satellites, driving a collective rise in commercial aerospace stocks listed in Hong Kong. Institutions remain optimistic about the development opportunities in the commercial aerospace sector.",https://news.futunn.com/en/post/67224710/china-submits-applications-for-200000-additional-satellites-driving-a-collective,"China has submitted applications for an additional 200,000 satellites, leading to a rise in commercial aerospace stocks in Hong Kong. Institutional investors are optimistic about the growth potential in the commercial aerospace sector as a result of this development."
"January 12, 2026","The majority of AI concept stocks in the Hong Kong stock market have risen amid a flurry of developments in the AI industry, with institutions optimistic about an acceleration in the commercialization process of related companies.",https://news.futunn.com/en/post/67224522/the-majority-of-ai-concept-stocks-in-the-hong-kong,"The majority of AI concept stocks in the Hong Kong stock market have experienced an increase due to recent developments in the AI industry, with institutional investors expressing optimism about the acceleration of commercialization for related companies. The article does not provide any information regarding IPO size or proceeds."
