Date,Headline,Link,Summary
"January 23, 2026","01024 KUAISHOU-W: PUBLICATION OF THE OFFERING MEMORANDUM - KUAISHOU TECHNOLOGY - CNY3,500,000,000 2.450% SENIOR NOTES DUE 2031 (5MB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300221.pdf,"- Kuaishou Technology is issuing CNY 3.5 billion (approx. USD 540 million) in 2.450% senior notes due 2031 to raise funds.
- The notes will pay interest semi-annually starting January 22, 2026, and mature on the interest payment date in 2031.
- The offering is targeted at professional investors in Hong Kong and is not suitable for retail investors.
- The notes are listed on the Hong Kong Stock Exchange but are not registered under U.S. securities laws and cannot be sold in the U.S. without proper registration.
- The offering memorandum is in English only and is confidential; it is not an invitation for the public to buy securities.
- Key dates include the announcement date (January 23, 2026) and the issuance details, with interest payments scheduled for January 22 and July 22 each year.
- The offering is managed by several financial institutions, including Industrial Bank, UBS, BofA Securities, Morgan Stanley, and others."
"January 23, 2026","01024 KUAISHOU-W: PUBLICATION OF THE OFFERING MEMORANDUM - KUAISHOU TECHNOLOGY - US$600,000,000 4.125% SENIOR NOTES DUE 2031 AND US$900,000,000 4.750% SENIOR NOTES DUE 2036 (5MB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300215.pdf,"- Kuaishou Technology is issuing US$600 million of 4.125% senior notes due 2031 and US$900 million of 4.750% senior notes due 2036 to raise funds.
- The notes are listed on the Hong Kong Stock Exchange and are intended for professional investors only.
- The offering memorandum, published in English, provides detailed information about the notes and the company.
- The issue prices are approximately 99.402% for the 2031 notes and 99.153% for the 2036 notes.
- The notes are not registered under U.S. securities laws and cannot be sold in the U.S. unless exempted.
- The fundraising is part of Kuaishou's broader debt issuance plans announced earlier in January 2026.
- Key dates include the announcement date (January 23, 2026) and the publication of the offering memorandum.
- The offering is limited to qualified institutional buyers and non-U.S. persons outside the U.S., with strict confidentiality and distribution restrictions."
"January 23, 2026","01024 KUAISHOU-W: NOTICE OF LISTING ON THE STOCK EXCHANGE OF HONG KONG LIMITED - KUAISHOU TECHNOLOGY - CNY3,500,000,000 2.450% SENIOR NOTES DUE 2031 (457KB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300103.pdf,"- Kuaishou Technology has applied for listing of its CNY 3.5 billion (approximately HKD 4.2 billion) 2.450% senior notes due 2031 on the Hong Kong Stock Exchange.
- The notes are intended for professional investors and are part of a broader issuance announced earlier, including USD and CNY denominated senior notes.
- The listing application was made on January 23, 2026, with approval expected to be granted on the same date.
- The notes are part of the company's debt issuance program, with previous announcements referencing US$600 million and US$900 million senior notes due 2031 and 2036.
- The announcement clarifies that the securities are not registered in the US and are not available for sale there.
- The company’s board includes Chairman Cheng Yixiao and other directors, with the listing aimed at supporting the company's financing strategy.
- The announcement emphasizes that it is for informational purposes and not an offer to buy or sell securities."
"January 23, 2026","01024 KUAISHOU-W: NOTICE OF LISTING ON THE STOCK EXCHANGE OF HONG KONG LIMITED - KUAISHOU TECHNOLOGY - US$600,000,000 4.125% SENIOR NOTES DUE 2031 AND US$900,000,000 4.750% SENIOR NOTES DUE 2036 (458KB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300101.pdf,"- Kuaishou Technology has applied for listing of two senior notes on the Hong Kong Stock Exchange: US$600 million at 4.125% due 2031 and US$900 million at 4.750% due 2036.
- The notes are intended for professional investors and are part of the company's ongoing debt issuance announced earlier.
- The listing and trading approval are expected to take effect on January 23, 2026.
- The announcement clarifies that the securities are not registered in the U.S. and cannot be offered or sold there unless compliant with U.S. securities laws.
- The company is not making any public offer of these securities in the United States.
- The announcement emphasizes that it is for informational purposes only and does not constitute an offer or invitation to buy securities.
- Key corporate representatives include Chairman Mr. Cheng Yixiao and other board members.
- The announcement references previous related notices about the debt issuance and listing plans."
"January 22, 2026",09880 UBTECH ROBOTICS: DISCLOSEABLE TRANSACTION FORMATION OF PARTNERSHIP (519KB),https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0122/2026012201059.pdf,"- **Main Action:** UBTECH Robotics entered into a partnership agreement on January 22, 2026, to establish a joint investment fund focused on the intelligent robot industry chain, particularly in Liuzhou City.
- **Financial Details:** The total capital commitment for the partnership is RMB 660 million, with UBTECH contributing RMB 300 million (about 45.45%), Liuzhou Industrial Guidance Fund RMB 355 million (about 53.79%), and Liuzhou Industrial Holding Fund RMB 5 million (about 0.76%).
- **Partnership Structure:** The fund will be a limited partnership with a 10-year term, including a 4-year investment period and a 6-year exit period, extendable by two years with unanimous approval.
- **Investment Focus:** The partnership aims to invest in upstream and downstream sectors of the intelligent robot industry, prioritizing Liuzhou City enterprises, especially those recognized as high-tech or innovative.
- **Management & Profit Sharing:** Liuzhou Industrial Holding Fund will manage the fund, earning management fees and a share of profits, with profit distribution structured to recover initial investments, then share profits with the general partner and partners proportionally.
- **Key Deadlines:** The partnership plans to complete at least 40% of investments in Liuzhou within 2 years, 80% within 4 years, and 100% within 5 years, with a total partnership size reaching RMB 1 billion after an expansion.
- **Material Impact:** The partnership is a discloseable transaction under listing rules, and the company’s investment in it is more than 5% but less than 25%, requiring public disclosure."
"January 22, 2026",01810 XIAOMI-W: ANNOUNCEMENT OF AN AUTOMATIC SHARE BUY-BACK PROGRAM (507KB),https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0122/2026012200779.pdf,"- Xiaomi Corporation has announced an automatic share buy-back program, allowing the company to repurchase up to HK$2.5 billion worth of its class B shares on the Hong Kong Stock Exchange.
- The program starts on January 23, 2026, and will end either when the HK$2.5 billion limit is reached, the day before the 2026 annual general meeting, or if the company decides to terminate it early.
- The buy-back will be conducted through an independent broker, with decisions made solely by the broker based on pre-set parameters, ensuring no influence from the company.
- The company has obtained a waiver from certain rules to facilitate the buy-back during restricted periods, with safeguards in place to prevent insider trading or market manipulation.
- The company also received approval to issue consideration shares within 30 days after any buy-back, to fulfill obligations under a separate agreement.
- The buy-back program reflects Xiaomi’s confidence in its future prospects and will be followed by the cancellation of repurchased shares.
- Shareholders are advised to exercise caution, as buy-back activities depend on market conditions and broker discretion."
"January 23, 2026",02026 PONY-W: (1) PROPOSED AMENDMENT OF THE MEMORANDUM AND ARTICLES OF ASSOCIATION; (2) PROPOSED ADOPTION OF THE 2026 SHARE SCHEME; AND (3) PROPOSED GRANT OF RSUs TO DIRECTORS (92KB),https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300820.pdf,"- Pony AI Inc. proposes amendments to its Memorandum and Articles of Association, which require shareholder approval at upcoming meetings.
- The company plans to adopt the 2026 Share Scheme to incentivize employees and management, with a maximum of 10% of total shares (including Class A and B) available for awards.
- A conditional grant of 2 million RSUs (restricted share units) has been made to Dr. Peng (Chairman and CEO) and Dr. Lou (Chief Technology Officer), subject to shareholder approval.
- The RSUs are granted at a nil purchase price, with vesting over more than 12 months, and no performance targets are attached.
- The grant aims to reward key founders for their contributions and align their interests with long-term company growth.
- The proposed scheme and grant are scheduled for shareholder approval at an EGM, with key dates around January 23, 2026.
- The company emphasizes that these actions are part of its long-term incentive and governance strategy, with no immediate fundraising involved."
"January 23, 2026","01024 KUAISHOU-W: PUBLICATION OF THE OFFERING MEMORANDUM - KUAISHOU TECHNOLOGY - CNY3,500,000,000 2.450% SENIOR NOTES DUE 2031 (5MB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300221.pdf,"- Kuaishou Technology is issuing CNY 3.5 billion (approximately USD 540 million) in senior notes due 2031 with a 2.45% interest rate.
- The notes are targeted at professional investors and are listed on the Hong Kong Stock Exchange; they are not suitable for retail investors.
- Interest on the notes will accrue from January 22, 2026, with semi-annual payments on January 22 and July 22 each year.
- The offering is conducted under specific regulations, with the notes not registered in the U.S. and not available for sale there.
- The offering memorandum is in English only and is confidential; distribution is restricted to certain qualified investors.
- The notes will be issued at 100% of their face value, with no discount or premium mentioned.
- Key dates include the announcement date (January 23, 2026) and the expected interest payment schedule.
- The announcement emphasizes legal restrictions on distribution and sale, especially in the U.S., and clarifies that this is not a public offering."
"January 23, 2026","01024 KUAISHOU-W: PUBLICATION OF THE OFFERING MEMORANDUM - KUAISHOU TECHNOLOGY - US$600,000,000 4.125% SENIOR NOTES DUE 2031 AND US$900,000,000 4.750% SENIOR NOTES DUE 2036 (5MB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300215.pdf,"- Kuaishou Technology is issuing US$600 million of 4.125% senior notes due 2031 and US$900 million of 4.750% senior notes due 2036 to raise funds.
- The notes are listed on the Hong Kong Stock Exchange and are intended for professional investors only.
- The offering memorandum was published on January 15, 2026, with key details including issue prices of 99.402% for the 2031 notes and 99.153% for the 2036 notes.
- The notes will bear interest at the specified rates and are not registered under U.S. securities laws; they cannot be sold in the U.S. without proper exemptions.
- The fundraising is part of Kuaishou's ongoing debt issuance program, with key dates including listing and offering details announced in late January 2026.
- The announcement emphasizes that the offering is limited to qualified institutional buyers and non-U.S. persons outside the U.S., with strict confidentiality and distribution restrictions.
- No Chinese version of the offering document has been prepared, and the offering is not aimed at retail investors in Hong Kong or other jurisdictions."
"January 23, 2026","01024 KUAISHOU-W: NOTICE OF LISTING ON THE STOCK EXCHANGE OF HONG KONG LIMITED - KUAISHOU TECHNOLOGY - CNY3,500,000,000 2.450% SENIOR NOTES DUE 2031 (457KB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300103.pdf,"- Kuaishou Technology has applied for listing of its CNY 3.5 billion (approximately USD 540 million) 2.450% senior notes due 2031 on the Hong Kong Stock Exchange.
- The notes are intended for professional investors and are part of a broader issuance announced earlier, including USD and CNY denominated senior notes.
- The listing and trading approval are expected to take effect on January 23, 2026.
- The announcement clarifies that the securities are not registered in the U.S. and are not available for sale there, emphasizing compliance with local laws.
- The company’s board includes Chairman Cheng Yixiao and other directors, with the announcement signed by Mr. Cheng Yixiao.
- This is part of Kuaishou’s ongoing debt issuance strategy to raise funds through senior notes.
- No details on the offering price, discounts, or net proceeds are provided in this announcement.
- The announcement is for informational purposes and does not constitute an offer to buy or sell securities."
"January 23, 2026","01024 KUAISHOU-W: NOTICE OF LISTING ON THE STOCK EXCHANGE OF HONG KONG LIMITED - KUAISHOU TECHNOLOGY - US$600,000,000 4.125% SENIOR NOTES DUE 2031 AND US$900,000,000 4.750% SENIOR NOTES DUE 2036 (458KB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300101.pdf,"- Kuaishou Technology has applied for listing of two senior notes on the Hong Kong Stock Exchange: US$600 million at 4.125% due 2031 and US$900 million at 4.750% due 2036.
- The notes are intended for professional investors and are part of the company's ongoing debt issuance announced earlier.
- The listing and trading approval are expected to take effect on January 23, 2026.
- The announcement clarifies that the securities are not registered in the U.S. and cannot be sold there unless exempted.
- The company is not offering these securities to the general public and emphasizes that this is for informational purposes only.
- The announcement references previous related notices about the debt issuance, dated January 14 and 16, 2026.
- The company's board includes Chairman Mr. Cheng Yixiao and other directors, with the announcement signed by Mr. Cheng Yixiao."
"January 23, 2026",02026 PONY-W: (1) PROPOSED AMENDMENT OF THE MEMORANDUM AND ARTICLES OF ASSOCIATION; (2) PROPOSED ADOPTION OF THE 2026 SHARE SCHEME; AND (3) PROPOSED GRANT OF RSUs TO DIRECTORS (92KB),https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300820.pdf,"- Pony AI Inc. proposes amendments to its Memorandum and Articles of Association, subject to shareholder approval, to comply with listing rules following its Class A shares listing on November 6, 2025.
- The company plans to adopt the 2026 Share Scheme to incentivize employees and management, with a maximum of 10% of total shares (excluding treasury shares) available for awards.
- A conditional grant of 2 million RSUs (restricted share units) has been made to Dr. Peng (Chairman and CEO) and Dr. Lou (Chief Technology Officer), with vesting over more than 12 months.
- The RSUs are part of their long-term compensation, with no performance targets attached, and are designed to align their interests with the company's growth.
- Shareholder approval is required for the scheme and the RSU grants, with key dates including the EGM for approval.
- The total remaining awards available for future grants under the scheme are approximately 41.35 million shares.
- The announcement emphasizes the company's focus on long-term development and retention of key executives, with no mention of fundraising or share issuance at this stage."
"January 23, 2026","01024 KUAISHOU-W: PUBLICATION OF THE OFFERING MEMORANDUM - KUAISHOU TECHNOLOGY - CNY3,500,000,000 2.450% SENIOR NOTES DUE 2031 (5MB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300221.pdf,"- Kuaishou Technology is issuing CNY 3.5 billion (approximately USD 530 million) in 2.450% senior notes due 2031 to raise funds.
- The notes will pay interest semi-annually on January 22 and July 22, starting from January 22, 2026.
- The offering is targeted at professional investors only and is listed on the Hong Kong Stock Exchange.
- The offering memorandum is in English and is for offshore transactions, not a public prospectus.
- The notes are not registered under U.S. securities laws and cannot be sold in the U.S. unless exemptions apply.
- The offering is managed by several financial institutions, including Industrial Bank, UBS, BofA Securities, Morgan Stanley, and others.
- The announcement emphasizes legal restrictions on distribution, especially in the U.S., and clarifies that it is not an invitation for retail investors.
- The notes are expected to mature on the interest payment date falling in 2031, with interest payable twice a year."
"January 23, 2026","01024 KUAISHOU-W: PUBLICATION OF THE OFFERING MEMORANDUM - KUAISHOU TECHNOLOGY - US$600,000,000 4.125% SENIOR NOTES DUE 2031 AND US$900,000,000 4.750% SENIOR NOTES DUE 2036 (5MB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300215.pdf,"- Kuaishou Technology is issuing US$600 million in 4.125% senior notes due 2031 and US$900 million in 4.750% senior notes due 2036 to raise funds.
- The notes are listed on the Hong Kong Stock Exchange and are intended for professional investors only.
- The issue prices are 99.402% for the 2031 notes and 99.153% for the 2036 notes.
- The offering is part of a broader debt issuance announced in January 2026, with key dates including the listing on January 23, 2026.
- The notes are not registered under U.S. securities laws and cannot be sold in the U.S. without proper registration or exemptions.
- The offering memorandum is in English only and is confidential, intended for qualified institutional or non-U.S. investors outside the U.S.
- The funds raised will support the company's financial and strategic objectives.
- The announcement emphasizes that the offering is not an invitation for the general public or retail investors to buy the securities."
"January 23, 2026","01024 KUAISHOU-W: NOTICE OF LISTING ON THE STOCK EXCHANGE OF HONG KONG LIMITED - KUAISHOU TECHNOLOGY - CNY3,500,000,000 2.450% SENIOR NOTES DUE 2031 (457KB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300103.pdf,"- Kuaishou Technology has applied for listing of its CNY3.5 billion (approximately HKD4.2 billion) 2.450% senior notes due 2031 on the Hong Kong Stock Exchange.
- The notes are intended for professional investors and are part of a broader issuance announced earlier, including USD and CNY denominated senior notes.
- The listing and trading approval are expected to take effect on January 23, 2026.
- The announcement clarifies that the securities are not registered in the U.S. and are not available for sale or offer in the U.S. or other restricted jurisdictions.
- The company’s board includes Chairman Cheng Yixiao and other directors, with the announcement signed by Mr. Cheng Yixiao.
- This is a regulatory update related to the company's debt issuance, not an offer to the public or retail investors.
- The announcement emphasizes legal restrictions on distribution and sale outside Hong Kong and the U.S."
"January 23, 2026","01024 KUAISHOU-W: NOTICE OF LISTING ON THE STOCK EXCHANGE OF HONG KONG LIMITED - KUAISHOU TECHNOLOGY - US$600,000,000 4.125% SENIOR NOTES DUE 2031 AND US$900,000,000 4.750% SENIOR NOTES DUE 2036 (458KB)",https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0123/2026012300101.pdf,"- Kuaishou Technology has applied for listing of two senior notes on the Hong Kong Stock Exchange: US$600 million at 4.125% due 2031 and US$900 million at 4.750% due 2036.
- The notes are intended for professional investors and will be issued as debt securities.
- The listing and trading approval are expected to take effect on January 23, 2026.
- The announcement references previous related notices about the issuance of these notes and other denominated senior notes.
- The company is not offering securities to the general public in the US or other jurisdictions where such offers would be unlawful.
- The announcement emphasizes that it is for informational purposes and not an invitation to buy or sell securities.
- No legal or contractual commitments are made through this announcement.
- The company's board includes Chairman Cheng Yixiao and other directors, with the announcement signed by Mr. Cheng Yixiao."
"January 26, 2026",02525 HESAI-W: (1) PROPOSED RE-DESIGNATION OF AUTHORIZED SHARE CAPITAL; (2) PROPOSED AMENDMENT OF THE MEMORANDUM AND ARTICLES OF ASSOCIATION; (3) PROPOSED GRANT OF GENERAL MANDATE TO ISSUE SHARES AND/OR ADSs; AND (4) PROPOSED GRANT OF GENERAL MANDATE TO REPURCHASE SHARES AND/OR ADSs (660KB),https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0126/2026012601350.pdf,"- The company, Hesai Group, is holding meetings on March 3, 2026, to approve several corporate proposals, including re-designation of its authorized share capital, amendments to its memorandum and articles of association, and new share issuance and repurchase mandates.
- Key meetings include the Class A Meeting (1:30 PM), Class B Meeting (2:00 PM), and an Extraordinary General Meeting (3:00 PM), all in Suzhou, China.
- Shareholders and ADS holders are invited to attend or submit voting instructions by specified deadlines (February 19, 2026, for ADS holders and March 1, 2026, for Hong Kong shareholders).
- The proposals involve changes to the company's governance structure, including the potential issuance of new shares and share repurchases.
- The circular provides detailed information on voting procedures, deadlines, and the process for proxy submissions.
- The company is incorporated in the Cayman Islands and is listed on the Hong Kong Stock Exchange and NASDAQ.
- The key corporate actions aim to support future growth, capital management, and corporate governance improvements."
"January 30, 2026",09863 LEAPMOTOR: SUPPLEMENTAL ANNOUNCEMENT ON SUBSCRIPTION OF NEW DOMESTIC SHARES UNDER GENERAL MANDATE (71KB),https://www1.hkexnews.hk/listedco/listconews/sehk/2026/0130/2026013000424.pdf,"- Zhejiang Leapmotor Technology Co., Ltd. announced a supplemental update regarding its recent domestic shares subscription under a general mandate.
- The company previously disclosed this in its January 6, 2026, announcement; this update provides additional details.
- Jinyi High-Tech, an industrial investment company owned by the Jinhua Municipal Government’s State-owned Assets Supervision Administration, is involved as a third-party investor.
- Jinyi High-Tech and its ultimate beneficial owner are independent of the company and its connected persons.
- The announcement was made by the company's Board, led by Founder and CEO Zhu Jiangming, on January 30, 2026.
- No specific financial details, share prices, or fundraising amounts are provided in this supplement.
- Key dates include the original announcement date (January 6, 2026) and this supplementary update (January 30, 2026)."
