Date,Company,Headline,Link,Summary
"February 3, 2026",NVIDIA,NVIDIA and Lilly Announce Co-Innovation AI Lab to Reinvent Drug Discovery in the Age of AI,https://nvidianews.nvidia.com/news/nvidia-and-lilly-announce-co-innovation-lab-to-reinvent-drug-discovery-in-the-age-of-ai,"NVIDIA and Lilly announced the creation of a $1 billion co-innovation AI lab over five years, aimed at transforming drug discovery through advanced AI, robotics, and high-performance computing. The lab will focus on developing continuous learning systems, digital twins, and next-generation models to accelerate medicine development, manufacturing, and supply chain optimization."
"February 3, 2026",NVIDIA,NVIDIA BioNeMo Platform Adopted by Life Sciences Leaders to Accelerate AI-Driven Drug Discovery,https://nvidianews.nvidia.com/news/nvidia-bionemo-platform-adopted-by-life-sciences-leaders-to-accelerate-ai-driven-drug-discovery,"NVIDIA has expanded its BioNeMo platform, now integrating new models and tools to accelerate AI-driven drug discovery, and is collaborating with leading life sciences companies like Lilly and Thermo Fisher to develop autonomous lab infrastructure and innovative research workflows. These initiatives aim to transform biological research and pharmaceutical development by leveraging advanced AI, high-performance computing, and automation, with significant investments and strategic partnerships to enhance scientific discovery and reduce R&D costs."
"February 3, 2026",NVIDIA,Japan Science and Technology Agency Develops NVIDIA-Powered Moonshot Robot for Elderly Care,https://blogs.nvidia.com/blog/japan-science-technology-agency-develops-moonshot-robot/,"Japan's Science and Technology Agency, with NVIDIA's support, has developed the Moonshot robot, an AI-powered humanoid designed to assist with elderly care tasks such as cooking, cleaning, and repositioning. Utilizing NVIDIA technologies like Isaac Sim, RTX GPUs, and Jetson Orin NX modules, the project aims to integrate autonomous caregiving robots into daily life by 2050, addressing Japan's aging population challenges."
"February 3, 2026",NVIDIA,"More Ways to Play, More Games to Love — GeForce NOW Wraps CES With Linux Support, Fire TV App, Flight Stick Controls",https://blogs.nvidia.com/blog/geforce-now-thursday-ces-2026-recap/,"NVIDIA's GeForce NOW announced new features and device support at CES, including native apps for Linux and Fire TV, HOTAS support for flight simulation, and a new single sign-on option, enhancing accessibility and gameplay convenience. Additionally, a fresh lineup of AAA titles such as ""007 First Light,"" ""Resident Evil Requiem,"" and ""Crimson Desert"" will soon join the cloud gaming library, offering high-fidelity, low-latency streaming across various devices."
"February 3, 2026",NVIDIA,"Steel, Sensors and Silicon: How Caterpillar Is Bringing Edge AI to the Jobsite",https://blogs.nvidia.com/blog/caterpillar-ces-2026/,"Caterpillar is integrating NVIDIA's edge AI technologies, such as NVIDIA Jetson Thor and NVIDIA Riva, into its heavy machinery to enable real-time natural language interaction, safety features, and operational assistance on job sites. The company is also using NVIDIA Omniverse to create digital twins for manufacturing and testing, and has pledged $100 million over five years for workforce training in AI-enabled industrial systems."
"February 3, 2026",Samsung,"Samsung Launches Glasses-Free 3D Digital Signage Globally at ISE 2026, Defining a New Direction in Immersive Commercial Displays",https://news.samsung.com/global/samsung-launches-glasses-free-3d-digital-signage-globally-at-ise-2026-defining-a-new-direction-in-immersive-commercial-displays,"Samsung announced the global launch of its glasses-free 3D Spatial Signage at ISE 2026, featuring an 85-inch 4K UHD display with advanced technology for immersive commercial environments. The company also introduced new supersized displays, including a 130-inch Micro RGB signage and a 108-inch The Wall All-in-One, alongside expanded enterprise collaborations with Cisco and Logitech to enhance large-format digital signage and meeting solutions."
"February 3, 2026",Samsung,Samsung’s “Open Always Wins” Campaign Comes to Life in Milan,https://news.samsung.com/global/samsungs-open-always-wins-campaign-comes-to-life-in-milan,"Samsung is promoting its ""Open Always Wins"" campaign in Milan by transforming city landmarks with out-of-home advertising that celebrates the Olympic spirit and highlights Italian athletes participating in the Milano Cortina 2026 Winter Games. The campaign, featuring Team Samsung Galaxy athlete ambassadors and the Galaxy Z Flip7 Olympic Edition, runs across ten key locations in Milan from February 1 to March 31, aiming to bring the excitement of the Winter Olympics into everyday city life."
"February 3, 2026",Samsung,Samsung 2026 OLED TVs and Monitors Are NVIDIA® G-SYNC™ Compatible for Elite Gaming Performance,https://news.samsung.com/global/samsung-2026-oled-tvs-and-monitors-are-nvidia-g-sync-compatible-for-elite-gaming-performance,"Samsung announced that its 2026 OLED TVs and Odyssey gaming monitors will be NVIDIA G-SYNC compatible, offering smoother, tear-free gameplay with advanced display technology. Notable models include the OLED S95H, S90H, S85H, and the Odyssey G6 monitors, which feature high refresh rates up to 1,040Hz and 600Hz, respectively, catering to both competitive and immersive gaming experiences. The article does not mention any IPO-related information."
"February 3, 2026",Samsung,Historic Attendance Elevates Korean Cultural Legacy as ‘Korean Treasures’ Exhibition Draws to a Close in Washington,https://news.samsung.com/global/historic-attendance-elevates-korean-cultural-legacy-as-korean-treasures-exhibition-draws-to-a-close-in-washington,"The ""Korean Treasures: Collected, Cherished, Shared"" exhibition at the Smithsonian National Museum of Asian Art in Washington, D.C., showcased over 200 Korean artworks from the late Samsung Chairman Lee Kun-hee’s collection, attracting over 65,000 visitors and marking the largest Korean art exhibition at the museum. The event highlighted Korea’s rich cultural heritage and strengthened U.S.-Korea cultural ties, with notable attendance from government officials, business leaders, and veterans, and will continue its tour to Chicago and London."
"February 3, 2026",Samsung,Samsung Electronics Announces Fourth Quarter and FY 2025 Results,https://news.samsung.com/global/samsung-electronics-announces-fourth-quarter-and-fy-2025-results,"Samsung Electronics reported record-high quarterly revenue of KRW 93.8 trillion and annual revenue of KRW 333.6 trillion for FY 2025, driven by strong semiconductor sales and increased AI-related demand. The company emphasized its focus on AI leadership, with significant investments in R&D and plans to expand AI-driven product offerings across divisions, aiming for continued growth and technological leadership in 2026."
"February 3, 2026",Samsung,"Samsung Debuts 13-Inch Color E-Paper, a World-First Display Built With Bio-Resin Derived From Phytoplankton",https://news.samsung.com/global/samsung-debuts-13-inch-color-e-paper-a-world-first-display-built-with-bio-resin-derived-from-phytoplankton,"Samsung has launched the world's first 13-inch color E-Paper display built with a bio-resin derived from phytoplankton, featuring ultra-low power consumption and sustainable materials. The display is designed for practical digital signage applications, offering easy content management via Samsung's app and cloud platform, and is part of Samsung's broader efforts to advance eco-friendly display technology."
"February 3, 2026",Samsung,Coming Soon: A New Layer of Privacy,https://news.samsung.com/global/coming-soon-a-new-layer-of-privacy,"Samsung announced the upcoming launch of a new privacy feature for Galaxy devices that allows users to customize privacy settings for specific apps and notifications, enhancing security and privacy in public spaces. This development builds on Samsung's longstanding commitment to security through Samsung Knox, integrating hardware and software protections to safeguard user data. The new privacy layer is set to be available soon, emphasizing a tailored and user-controlled approach to mobile privacy."
"February 3, 2026",Samsung,"Samsung Unveils Exclusive Galaxy Z Flip7 Olympic Edition, Supporting Athletes’ Entire Milano Cortina 2026 Journey",https://news.samsung.com/global/samsung-unveils-exclusive-galaxy-z-flip7-olympic-edition-supporting-athletes-entire-milano-cortina-2026-journey,"Samsung has unveiled the Galaxy Z Flip7 Olympic Edition, designed to support nearly 3,800 athletes at the Milano Cortina 2026 Winter Olympics, featuring exclusive design elements and integrated features like the Victory Selfie and Victory Profile to enhance their Games experience. The device includes specialized wallpapers, a blue and gold color scheme, and functionalities such as Dual Recording to capture moments from both perspectives, along with pre-loaded apps and services like the Galaxy Athlete Card and 5G eSIM for connectivity and community engagement. This initiative underscores Samsung's ongoing commitment as a Worldwide Olympic and Paralympic Partner to support athletes through innovative mobile technology."
"February 3, 2026",Samsung,Meet the Generation17 Young Leaders: The Story of Rahaf Abu Mayyaleh,https://news.samsung.com/global/meet-the-generation17-young-leaders-the-story-of-rahaf-abu-mayyaleh,"Rahaf Abu Mayyaleh, a Jordanian youth educator and member of Samsung and UNDP's Generation17 initiative, is working to provide accessible digital skills training to young people in Jordan, especially vulnerable communities. Through her organization IBTKRGO, she has trained over 750 youth in programming, robotics, and AI, aiming to expand her impact regionally and beyond. The article highlights her efforts to empower youth with technology and confidence to become future leaders and changemakers."
"February 3, 2026",SK Hynix,SK hynix Posts Record Annual Financial Results in 2025,https://news.skhynix.com/sk-hynix-announces-fy25-financial-results/,"SK hynix reported record-breaking financial results for 2025, with revenue of 97.147 trillion won, operating profit of 47.206 trillion won, and net profit of 42.948 trillion won, significantly surpassing previous records. The company also announced a total dividend of 3,000 won per share for the year, including an additional 1 trillion won dividend and share buybacks, reflecting its strong financial position and commitment to shareholder value."
"February 3, 2026",SK Hynix,SK hynix to Launch U.S. AI Company to Propel Industry Growth,https://news.skhynix.com/sk-hynix-launches-ai-company-focusing-on-ai-solutions/,"SK hynix is launching a new AI-focused company in the U.S. with an initial investment of $10 billion to strengthen its role in the AI datacenter ecosystem and drive industry growth. The company aims to secure core AI capabilities, foster collaborations, and enhance Korea’s AI industry competitiveness through domestic and international investments, including restructuring its California-based subsidiary, Solidigm."
"February 3, 2026",SK Hynix,SK hynix to Establish AI Solutions Arm in U.S.,https://news.skhynix.com/sk-hynix-to-establish-ai-solutions-arm-in-us/,"SK hynix announced the establishment of a new AI solutions arm in the U.S., tentatively named AI Company, with a planned investment of USD 10 billion to accelerate AI development and strengthen its position in the AI data center market. The company aims to leverage its advanced chip technologies, such as HBM, and collaborate with AI firms to create synergies and drive innovation in the AI industry."
"February 3, 2026",SK Hynix,SK hynix’s LPDDR5X Earns Top Automotive Memory Safety Rating,https://news.skhynix.com/sk-hynix-lpddr5x-earns-top-automotive-memory-safety-rating/,"SK hynix's LPDDR5X automotive DRAM has achieved the highest safety certification, ISO 26262 ASIL-D, validating its safety, performance, and reliability for autonomous driving and next-generation automotive systems. This certification underscores SK hynix’s technological competitiveness and commitment to secure, high-quality memory solutions for the evolving mobility market."
"February 3, 2026",Micron,Micron Announces Participation in Investor Event,https://investors.micron.com/news-releases/news-release-details/micron-announces-participation-investor-event,"Micron Technology announced its participation in an upcoming investor event, as detailed on their investor relations website. The article provides an overview of Micron's various product offerings, market segments, and support programs, but does not specify any details regarding an IPO or fundraising proceeds."
"February 3, 2026",Micron,Micron Breaks Ground on Advanced Wafer Fabrication Facility in Singapore,https://investors.micron.com/news-releases/news-release-details/micron-breaks-ground-advanced-wafer-fabrication-facility,"Micron Technology has begun construction on a new advanced wafer fabrication facility in Singapore, signaling expansion in its manufacturing capabilities. The article does not specify any IPO-related information or proceeds."
"February 3, 2026",Micron,"Micron Signs Letter of Intent to Purchase Tongluo Site, Begin Strategic Partnership with PSMC",https://investors.micron.com/news-releases/news-release-details/micron-announces-participation-investor-event-2,"Micron has signed a letter of intent to purchase the Tongluo site and is initiating a strategic partnership with PSMC. The article does not specify any IPO size or proceeds, focusing instead on the company's expansion plans and collaborations."
"February 3, 2026",Micron,Micron Celebrates Official Groundbreaking at New York Megafab Site,https://investors.micron.com/news-releases/news-release-details/micron-breaks-ground-advanced-wafer-fabrication-facility,"The article reports that Micron has officially broken ground on a new advanced wafer fabrication facility in Singapore, signaling expansion in its manufacturing capabilities. No information about an IPO or related proceeds is provided in the article."
"February 3, 2026",Micron,Micron Announces Groundbreaking for Historic New York Megafab,https://investors.micron.com/news-releases/news-release-details/micron-breaks-ground-advanced-wafer-fabrication-facility,"The article reports that Micron has broken ground on a new advanced wafer fabrication facility in Singapore, marking a significant expansion in its manufacturing capabilities. No information regarding an IPO or related proceeds is mentioned in the article."
"February 3, 2026",Micron,Micron Launches World's First Gen5 G9 QLC SSD for Client Computing,https://investors.micron.com/news-releases/news-release-details/micron-announces-participation-investor-event-2,"Micron has announced the launch of the world's first Gen5 G9 QLC SSD designed for client computing, highlighting advancements in storage technology. The article primarily focuses on this product release and Micron's participation in an investor event, with no mention of an IPO or related financial details."
"February 3, 2026",Micron,Micron Announces Exit from Crucial Consumer Business,https://investors.micron.com/news-releases/news-release-details/micron-announces-participation-investor-event-2,"Micron has announced its exit from the Crucial consumer business, signaling a strategic shift away from consumer-oriented products. The article does not specify any IPO-related details or proceeds, focusing instead on the company's business realignment."
"February 3, 2026",Micron,"Micron Technology to Report Fiscal First Quarter Results on December 17, 2025",https://investors.micron.com/news-releases/news-release-details/micron-announces-participation-investor-event-2,"Micron Technology announced that it will report its fiscal first quarter results on December 17, 2025, and has also disclosed participation in an upcoming investor event. The article provides details about the company's investor relations activities but does not specify any IPO size or proceeds."
"February 3, 2026",Micron,Micron Announces Participation in Investor Event,https://investors.micron.com/news-releases/news-release-details/micron-announces-participation-investor-event,"Micron Technology announced its participation in an upcoming investor event, as detailed on their investor relations webpage. The article does not specify any details about an IPO, including size or proceeds, and primarily provides navigation and resource links for investors."
